OrderNumber,ProductName,size,Color,Category,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount
SO53471,Patch Kit/8 Patches,Na,NA,Accessories,2.29,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,1,1.374,1.374,0,0.1099
SO53471,Road-250,52,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,1,1466.01,1466.01,0,117.2808
SO53471,HL Road Pedal,Na,Silver/Black,Components,80.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,2,48.594,97.188,0,7.775
SO53471,ML Road Pedal,Na,Silver/Black,Components,62.09,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,1,37.254,37.254,0,2.9803
SO53471,Road-550-W,38,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,2,672.294,1344.588,0,107.567
SO53471,LL Road Pedal,Na,Silver/Black,Components,40.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,2,24.294,48.588,0,3.887
SO53471,Road-250,58,Red,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,4,1466.01,5864.04,0,469.1232
SO53471,LL Road Frame,58,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,2,202.332,404.664,0,32.3731
SO53471,Road-250,48,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,1,1466.01,1466.01,0,117.2808
SO53471,Road-350-W,44,Yellow,Bikes,1700.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,2,1020.594,2041.188,0,163.295
SO53471,ML Road Frame-W,48,Yellow,Components,594.83,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,5,356.898,1784.49,0,142.7592
SO53471,Road-750,58,Black,Bikes,539.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,1,323.994,323.994,0,25.9195
SO53471,Road-550-W,48,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,1,672.294,672.294,0,53.7835
SO53471,Road-550-W,44,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,3,672.294,2016.882,0,161.3506
SO53471,Racing Socks,M,White,Clothing,8.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Central,5,5.394,26.97,0,2.1576
SO53472,LL Road Frame,58,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,5,202.332,1011.66,0,80.9328
SO53472,Road-750,52,Black,Bikes,539.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,6,323.994,1943.964,0,155.5171
SO53472,Sport-100 Helmet,Na,Black,Accessories,34.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,6,20.994,125.964,0,10.0771
SO53472,HL Road Seat/Saddle,Na,NA,Components,52.64,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,1,31.584,31.584,0,2.5267
SO53472,AWC Logo Cap,Na,Multi,Clothing,8.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,9,5.394,48.546,0,3.8837
SO53472,ML Road Frame-W,44,Yellow,Components,594.83,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,6,356.898,2141.388,0,171.311
SO53472,LL Road Frame,60,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,202.332,809.328,0,64.7462
SO53472,Road-350-W,48,Yellow,Bikes,1700.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,1020.594,3061.782,0,244.9426
SO53472,HL Road Frame,62,Red,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,858.9,3435.6,0,274.848
SO53472,LL Road Handlebars,Na,NA,Components,44.54,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,2,26.724,53.448,0,4.2758
SO53472,Half-Finger Gloves,S,Black,Clothing,24.49,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,11,14.2042,153.1213,3.1249,12.2497
SO53472,Road-250,44,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,1466.01,4398.03,0,351.8424
SO53472,ML Road Frame-W,40,Yellow,Components,594.83,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,6,356.898,2141.388,0,171.311
SO53472,Road-250,48,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,1466.01,5864.04,0,469.1232
SO53472,Road-550-W,48,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,6,672.294,4033.764,0,322.7011
SO53472,Road-550-W,38,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,13,649.8842,8279.5247,168.9699,662.362
SO53472,HL Road Pedal,Na,Silver/Black,Components,80.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,48.594,145.782,0,11.6626
SO53472,LL Road Seat/Saddle,Na,NA,Components,27.12,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,16.272,65.088,0,5.207
SO53472,Road-250,52,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,1466.01,4398.03,0,351.8424
SO53472,Racing Socks,M,White,Clothing,8.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,5.394,21.576,0,1.7261
SO53472,Racing Socks,L,White,Clothing,8.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,5,5.394,26.97,0,2.1576
SO53472,HL Road Frame,44,Red,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,7,858.9,6012.3,0,480.984
SO53472,LL Road Frame,52,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,11,195.5876,2108.4343,43.0293,168.6747
SO53472,Hydration Pack 70 oz.,Na,Silver,Accessories,54.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,10,32.994,329.94,0,26.3952
SO53472,Road-750,58,Black,Bikes,539.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,323.994,1295.976,0,103.6781
SO53472,Half-Finger Gloves,M,Black,Clothing,24.49,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,14.694,58.776,0,4.7021
SO53472,Sport-100 Helmet,Na,Blue,Accessories,34.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,8,20.994,167.952,0,13.4362
SO53472,Road-750,48,Black,Bikes,539.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,7,323.994,2267.958,0,181.4366
SO53472,HL Road Handlebars,Na,NA,Components,120.27,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,72.162,216.486,0,17.3189
SO53472,Patch Kit/8 Patches,Na,NA,Accessories,2.29,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,2,1.374,2.748,0,0.2198
SO53472,Hitch Rack 4-Bike,Na,NA,Accessories,120,2013-02-28,2013-12-03,2013-07-03,Volume Discount 15 to 24,United Kingdom,19,66,1191.3,62.7,95.304
SO53472,Water Bottle 30 oz.,Na,NA,Accessories,4.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,7,2.994,20.958,0,1.6766
SO53472,Road-550-W,42,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,672.294,2016.882,0,161.3506
SO53472,Road-350-W,40,Yellow,Bikes,1700.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,9,1020.594,9185.346,0,734.8277
SO53472,ML Road Pedal,Na,Silver/Black,Components,62.09,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,37.254,149.016,0,11.9213
SO53472,ML Road Frame-W,38,Yellow,Components,594.83,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,356.898,1427.592,0,114.2074
SO53472,Classic Vest,S,Blue,Clothing,63.5,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,12,36.83,433.1208,8.8392,34.6497
SO53472,Short-Sleeve Classic Jersey,L,Yellow,Clothing,53.99,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,13,31.3142,398.9429,8.1417,31.9154
SO53472,LL Road Frame,44,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,202.332,606.996,0,48.5597
SO53472,Long-Sleeve Logo Jersey,XL,Multi,Clothing,49.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,4,29.994,119.976,0,9.5981
SO53472,Sport-100 Helmet,Na,Red,Accessories,34.99,2013-02-28,2013-12-03,2013-07-03,Volume Discount 15 to 24,United Kingdom,20,19.2445,365.6455,19.2445,29.2516
SO53472,Short-Sleeve Classic Jersey,S,Yellow,Clothing,53.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,2,32.394,64.788,0,5.183
SO53472,Long-Sleeve Logo Jersey,M,Multi,Clothing,49.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,8,29.994,239.952,0,19.1962
SO53472,Half-Finger Gloves,L,Black,Clothing,24.49,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,3,14.694,44.082,0,3.5266
SO53472,HL Road Frame,48,Black,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,5,858.9,4294.5,0,343.56
SO53472,Bike Wash Dissolver,Na,NA,Accessories,7.95,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,13,4.611,58.7441,1.1989,4.6995
SO53472,Road-550-W,40,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,12,649.8842,7642.6382,155.9722,611.4111
SO53472,Short-Sleeve Classic Jersey,XL,Yellow,Clothing,53.99,2013-02-28,2013-12-03,2013-07-03,Volume Discount 15 to 24,United Kingdom,15,29.6945,423.1466,22.2709,33.8517
SO53472,HL Road Frame,44,Black,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,2,858.9,1717.8,0,137.424
SO53472,HL Road Frame,48,Red,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,5,858.9,4294.5,0,343.56
SO53472,Classic Vest,M,Blue,Clothing,63.5,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,United Kingdom,12,36.83,433.1208,8.8392,34.6497
SO53472,LL Road Pedal,Na,Silver/Black,Components,40.49,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,7,24.294,170.058,0,13.6046
SO53472,Long-Sleeve Logo Jersey,L,Multi,Clothing,49.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,5,29.994,149.97,0,11.9976
SO53472,Road-350-W,42,Yellow,Bikes,1700.99,2013-02-28,2013-12-03,2013-07-03,No Discount,United Kingdom,2,1020.594,2041.188,0,163.295
SO53473,Touring-3000,54,Blue,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Northwest,1,334.0575,283.9489,50.1086,22.7159
SO53473,HL Touring Frame,54,Blue,Components,1003.91,2013-02-28,2013-12-03,2013-07-03,No Discount,Northwest,1,602.346,602.346,0,48.1877
SO53473,HL Crankset,Na,Black,Components,404.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Northwest,3,242.994,728.982,0,58.3186
SO53474,HL Touring Frame,60,Yellow,Components,1003.91,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,3,602.346,1807.038,0,144.563
SO53474,Touring-2000,54,Blue,Bikes,1214.85,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,1,728.91,728.91,0,58.3128
SO53474,HL Crankset,Na,Black,Components,404.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,3,242.994,728.982,0,58.3186
SO53474,Touring-1000,46,Yellow,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,Touring-1000 Promotion,Southeast,3,953.628,2288.7072,572.1768,183.0966
SO53474,Touring-3000,62,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southeast,2,334.0575,567.8978,100.2173,45.4318
SO53474,Patch Kit/8 Patches,Na,NA,Accessories,2.29,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,6,1.374,8.244,0,0.6595
SO53474,Touring-1000,60,Yellow,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,Touring-1000 Promotion,Southeast,1,953.628,762.9024,190.7256,61.0322
SO53474,Rear Brakes,Na,Silver,Components,106.5,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,1,63.9,63.9,0,5.112
SO53474,Touring-3000,58,Blue,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southeast,4,334.0575,1135.7955,200.4345,90.8636
SO53474,Touring-1000,50,Blue,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,1,1430.442,1430.442,0,114.4354
SO53474,Touring Pedal,Na,Silver/Black,Components,80.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,48.594,97.188,0,7.775
SO53474,LL Touring Frame,50,Blue,Components,333.42,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,200.052,400.104,0,32.0083
SO53474,Touring-1000,54,Yellow,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,Touring-1000 Promotion,Southeast,1,953.628,762.9024,190.7256,61.0322
SO53474,Touring-2000,50,Blue,Bikes,1214.85,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,1,728.91,728.91,0,58.3128
SO53474,Touring-3000,50,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southeast,2,334.0575,567.8978,100.2173,45.4318
SO53474,LL Touring Frame,50,Yellow,Components,333.42,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,200.052,400.104,0,32.0083
SO53474,Touring-3000,50,Blue,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southeast,1,334.0575,283.9489,50.1086,22.7159
SO53474,LL Touring Seat/Saddle,Na,NA,Components,27.12,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,16.272,32.544,0,2.6035
SO53474,Touring-1000,54,Blue,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,1,1430.442,1430.442,0,114.4354
SO53474,HL Bottom Bracket,Na,NA,Components,121.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,72.894,145.788,0,11.663
SO53474,LL Touring Frame,54,Blue,Components,333.42,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,200.052,400.104,0,32.0083
SO53474,Touring-2000,60,Blue,Bikes,1214.85,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,3,728.91,2186.73,0,174.9384
SO53474,Rear Derailleur,Na,Silver,Components,121.46,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,72.876,145.752,0,11.6602
SO53474,Front Brakes,Na,Silver,Components,106.5,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,63.9,127.8,0,10.224
SO53474,HL Touring Frame,60,Blue,Components,1003.91,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,1,602.346,602.346,0,48.1877
SO53474,Touring-3000,44,Blue,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southeast,1,334.0575,283.9489,50.1086,22.7159
SO53474,Touring-3000,58,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southeast,1,334.0575,283.9489,50.1086,22.7159
SO53474,Chain,Na,Silver,Components,20.24,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,4,12.144,48.576,0,3.8861
SO53474,Touring-1000,46,Blue,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,3,1430.442,4291.326,0,343.3061
SO53474,Touring-3000,44,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southeast,3,334.0575,851.8466,150.3259,68.1477
SO53474,LL Crankset,Na,Black,Components,175.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,105.294,210.588,0,16.847
SO53474,Touring-1000,60,Blue,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,1430.442,2860.884,0,228.8707
SO53474,HL Touring Handlebars,Na,NA,Components,91.57,2013-02-28,2013-12-03,2013-07-03,No Discount,Southeast,2,54.942,109.884,0,8.7907
SO53475,LL Road Pedal,Na,Silver/Black,Components,40.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,1,24.294,24.294,0,1.9435
SO53475,Short-Sleeve Classic Jersey,L,Yellow,Clothing,53.99,2013-02-28,2013-12-03,2013-07-03,Volume Discount 15 to 24,France,19,29.6945,535.9857,28.2098,42.8789
SO53475,Road-550-W,38,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,672.294,2016.882,0,161.3506
SO53475,Short-Sleeve Classic Jersey,S,Yellow,Clothing,53.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,8,32.394,259.152,0,20.7322
SO53475,Long-Sleeve Logo Jersey,L,Multi,Clothing,49.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,29.994,89.982,0,7.1986
SO53475,Road-750,58,Black,Bikes,539.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,8,323.994,2591.952,0,207.3562
SO53475,Road-250,52,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,France,1,1466.01,1466.01,0,117.2808
SO53475,Patch Kit/8 Patches,Na,NA,Accessories,2.29,2013-02-28,2013-12-03,2013-07-03,No Discount,France,7,1.374,9.618,0,0.7694
SO53475,HL Road Frame,48,Black,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,France,4,858.9,3435.6,0,274.848
SO53475,HL Road Frame,48,Red,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,858.9,1717.8,0,137.424
SO53475,Racing Socks,M,White,Clothing,8.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,5.394,10.788,0,0.863
SO53475,LL Road Frame,58,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,202.332,606.996,0,48.5597
SO53475,HL Road Frame,44,Red,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,858.9,1717.8,0,137.424
SO53475,AWC Logo Cap,Na,Multi,Clothing,8.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,9,5.394,48.546,0,3.8837
SO53475,LL Road Handlebars,Na,NA,Components,44.54,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,26.724,53.448,0,4.2758
SO53475,Road-750,48,Black,Bikes,539.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,323.994,971.982,0,77.7586
SO53475,Half-Finger Gloves,S,Black,Clothing,24.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,4,14.694,58.776,0,4.7021
SO53475,Long-Sleeve Logo Jersey,M,Multi,Clothing,49.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,6,29.994,179.964,0,14.3971
SO53475,Hydration Pack 70 oz.,Na,Silver,Accessories,54.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,4,32.994,131.976,0,10.5581
SO53475,Bike Wash Dissolver,Na,NA,Accessories,7.95,2013-02-28,2013-12-03,2013-07-03,No Discount,France,7,4.77,33.39,0,2.6712
SO53475,Sport-100 Helmet,Na,Black,Accessories,34.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,6,20.994,125.964,0,10.0771
SO53475,Long-Sleeve Logo Jersey,XL,Multi,Clothing,49.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,10,29.994,299.94,0,23.9952
SO53475,HL Road Frame,44,Black,Components,1431.5,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,858.9,2576.7,0,206.136
SO53475,LL Road Frame,52,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,202.332,404.664,0,32.3731
SO53475,HL Road Handlebars,Na,NA,Components,120.27,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,72.162,216.486,0,17.3189
SO53475,LL Road Frame,60,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,202.332,606.996,0,48.5597
SO53475,Road-750,52,Black,Bikes,539.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,323.994,971.982,0,77.7586
SO53475,Half-Finger Gloves,L,Black,Clothing,24.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,6,14.694,88.164,0,7.0531
SO53475,Road-250,44,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,1466.01,4398.03,0,351.8424
SO53475,Water Bottle 30 oz.,Na,NA,Accessories,4.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,9,2.994,26.946,0,2.1557
SO53475,Sport-100 Helmet,Na,Red,Accessories,34.99,2013-02-28,2013-12-03,2013-07-03,Volume Discount 15 to 24,France,15,19.2445,274.2341,14.4334,21.9387
SO53475,Sport-100 Helmet,Na,Blue,Accessories,34.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,10,20.994,209.94,0,16.7952
SO53475,ML Road Frame-W,38,Yellow,Components,594.83,2013-02-28,2013-12-03,2013-07-03,No Discount,France,1,356.898,356.898,0,28.5518
SO53475,Racing Socks,L,White,Clothing,8.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,5.394,10.788,0,0.863
SO53475,Short-Sleeve Classic Jersey,XL,Yellow,Clothing,53.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,8,32.394,259.152,0,20.7322
SO53475,Road-350-W,42,Yellow,Bikes,1700.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,1020.594,2041.188,0,163.295
SO53475,HL Road Pedal,Na,Silver/Black,Components,80.99,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,48.594,145.782,0,11.6626
SO53475,Hitch Rack 4-Bike,Na,NA,Accessories,120,2013-02-28,2013-12-03,2013-07-03,Volume Discount 25 to 40,France,28,60,1512,168,120.96
SO53475,LL Road Frame,44,Black,Components,337.22,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,202.332,404.664,0,32.3731
SO53475,Classic Vest,M,Blue,Clothing,63.5,2013-02-28,2013-12-03,2013-07-03,No Discount,France,8,38.1,304.8,0,24.384
SO53475,ML Road Frame-W,48,Yellow,Components,594.83,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,356.898,713.796,0,57.1037
SO53475,HL Road Seat/Saddle,Na,NA,Components,52.64,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,31.584,94.752,0,7.5802
SO53475,Road-550-W,48,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,672.294,1344.588,0,107.567
SO53475,Classic Vest,S,Blue,Clothing,63.5,2013-02-28,2013-12-03,2013-07-03,Volume Discount 11 to 14,France,12,36.83,433.1208,8.8392,34.6497
SO53475,Road-550-W,42,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,3,672.294,2016.882,0,161.3506
SO53475,Half-Finger Gloves,M,Black,Clothing,24.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,6,14.694,88.164,0,7.0531
SO53475,Road-250,48,Black,Bikes,2443.35,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,1466.01,2932.02,0,234.5616
SO53475,Road-550-W,40,Yellow,Bikes,1120.49,2013-02-28,2013-12-03,2013-07-03,No Discount,France,1,672.294,672.294,0,53.7835
SO53475,ML Road Pedal,Na,Silver/Black,Components,62.09,2013-02-28,2013-12-03,2013-07-03,No Discount,France,2,37.254,74.508,0,5.9606
SO53476,Touring-1000,60,Blue,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,3,1430.442,4291.326,0,343.3061
SO53476,Short-Sleeve Classic Jersey,S,Yellow,Clothing,53.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,1,32.394,32.394,0,2.5915
SO53476,Front Derailleur,Na,Silver,Components,91.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,3,54.894,164.682,0,13.1746
SO53476,Front Brakes,Na,Silver,Components,106.5,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,2,63.9,127.8,0,10.224
SO53476,Touring-1000,46,Yellow,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,Touring-1000 Promotion,Southwest,1,953.628,762.9024,190.7256,61.0322
SO53476,Sport-100 Helmet,Na,Red,Accessories,34.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,1,20.994,20.994,0,1.6795
SO53476,Touring-3000,50,Blue,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southwest,2,334.0575,567.8978,100.2173,45.4318
SO53476,Touring-3000,62,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southwest,1,334.0575,283.9489,50.1086,22.7159
SO53476,Touring-3000,50,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southwest,1,334.0575,283.9489,50.1086,22.7159
SO53476,Touring-1000,46,Blue,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,1,1430.442,1430.442,0,114.4354
SO53476,HL Crankset,Na,Black,Components,404.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,1,242.994,242.994,0,19.4395
SO53476,Touring-2000,54,Blue,Bikes,1214.85,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,4,728.91,2915.64,0,233.2512
SO53476,Touring-1000,60,Yellow,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,Touring-1000 Promotion,Southwest,1,953.628,762.9024,190.7256,61.0322
SO53476,Touring-2000,60,Blue,Bikes,1214.85,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,1,728.91,728.91,0,58.3128
SO53476,Touring-3000,44,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Southwest,1,334.0575,283.9489,50.1086,22.7159
SO53476,HL Bottom Bracket,Na,NA,Components,121.49,2013-02-28,2013-12-03,2013-07-03,No Discount,Southwest,3,72.894,218.682,0,17.4946
SO53477,Touring-1000,46,Yellow,Bikes,2384.07,2013-02-28,2013-12-03,2013-07-03,Touring-1000 Promotion,Canada,1,953.628,762.9024,190.7256,61.0322
SO53477,HL Touring Seat/Saddle,Na,NA,Components,52.64,2013-02-28,2013-12-03,2013-07-03,No Discount,Canada,2,31.584,63.168,0,5.0534
SO53477,Touring-3000,62,Yellow,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Canada,1,334.0575,283.9489,50.1086,22.7159
SO53477,LL Touring Seat/Saddle,Na,NA,Components,27.12,2013-02-28,2013-12-03,2013-07-03,No Discount,Canada,2,16.272,32.544,0,2.6035
SO53477,HL Crankset,Na,Black,Components,404.99,2013-02-28,2013-12-03,2013-07-03,No Discount,Canada,5,242.994,1214.97,0,97.1976
SO53477,Touring-3000,54,Blue,Bikes,742.35,2013-02-28,2013-12-03,2013-07-03,Touring-3000 Promotion,Canada,1,334.0575,283.9489,50.1086,22.7159
